flightId,seatNumber,seatClass,seatType,seatStatus
55,D4,economy,aisle,True
56,D6,economy,window,True
56,A4,economy,middle,True
56,F4,economy,middle,True
56,E3,business,middle,False
56,B6,economy,middle,False
56,E4,economy,middle,True
56,C6,economy,aisle,False
56,C2,economy,aisle,False
56,E6,economy,aisle,False
56,B5,economy,window,True
56,C1,economy,aisle,True
56,B4,first,middle,False
56,D3,economy,aisle,False
56,B1,business,middle,False
57,A6,economy,aisle,False
57,F6,economy,window,False
57,E4,economy,aisle,False
57,C4,economy,window,True
57,C5,economy,middle,False
57,F4,economy,aisle,True
57,D3,economy,middle,False
57,D5,economy,window,False
57,B2,business,middle,True
57,D4,economy,window,True
57,A2,economy,middle,True
57,F1,economy,window,False
57,A4,economy,window,True
57,E2,economy,middle,True
57,D6,first,middle,False
57,C1,business,aisle,False
57,C2,economy,aisle,False
57,E1,economy,window,False
57,E6,economy,window,True
58,A5,economy,middle,False
58,E4,business,aisle,False
58,D5,economy,aisle,True
58,A4,economy,aisle,False
58,B6,economy,aisle,True
58,E6,first,middle,True
58,D4,business,window,False
58,B3,economy,middle,False
58,F6,economy,aisle,True
58,B1,business,window,True
58,E1,economy,middle,False
58,C5,economy,middle,True
58,D1,economy,middle,True
58,E3,economy,middle,True
59,A1,business,window,True
59,B6,economy,aisle,False
59,F3,economy,aisle,False
59,A5,first,window,True
59,D5,economy,aisle,True
59,E2,economy,middle,True
59,D3,economy,middle,False
59,A6,economy,aisle,True
59,A2,economy,middle,True
59,C5,economy,middle,False
59,D1,business,aisle,True
59,D4,economy,window,False
59,F5,economy,middle,True
59,F4,economy,window,False
59,A4,economy,middle,False
60,F6,economy,aisle,True
60,D5,economy,aisle,False
60,F4,business,window,True
60,A2,business,window,False
60,C1,economy,window,True
60,B2,business,aisle,True
60,A1,first,window,False
60,C5,economy,aisle,True
60,C2,economy,window,False
60,D3,economy,middle,True
60,B3,economy,middle,True
60,A4,economy,window,False
60,B4,business,aisle,True
60,C6,economy,window,False
61,F4,economy,aisle,False
61,F3,business,window,False
61,C6,economy,aisle,True
61,E2,economy,aisle,False
61,D4,economy,aisle,True
61,F2,economy,aisle,False
61,E6,economy,aisle,True
61,C4,business,aisle,False
61,E1,economy,window,False
61,B1,economy,window,False
61,E5,economy,window,False
61,B4,economy,middle,True
61,B3,economy,middle,True
61,D2,economy,window,False
61,C1,economy,window,False
61,F1,economy,middle,True
61,D3,economy,aisle,False
61,A1,economy,window,True
61,C3,economy,middle,True
61,A5,business,aisle,True
61,B2,economy,middle,False
61,E3,economy,window,True
62,A3,business,aisle,False
62,F4,business,aisle,False
62,D5,business,middle,True
62,C1,economy,window,False
62,B6,economy,middle,False
62,D2,economy,window,False
62,E2,economy,window,True
62,C6,economy,aisle,True
62,E3,economy,middle,False
62,C3,economy,window,True
62,B2,first,window,True
62,B4,first,middle,True
62,F5,economy,aisle,False
62,A1,first,window,False
62,F6,economy,window,True
62,D4,economy,middle,True
62,B3,business,middle,False
62,C4,economy,aisle,False
62,E1,first,middle,True
62,E4,economy,middle,False
62,B5,economy,window,True
62,A5,economy,aisle,True
63,C5,business,middle,True
63,F5,economy,aisle,True
63,D4,business,middle,True
63,E5,economy,window,False
63,E3,first,aisle,False
63,C3,economy,middle,True
63,E6,economy,window,True
63,A4,economy,window,True
63,A5,business,window,False
63,C1,business,aisle,False
63,B5,business,aisle,False
64,E6,economy,aisle,False
64,E3,business,aisle,True
64,C2,economy,middle,False
64,B2,economy,window,False
64,D3,economy,aisle,True
64,B6,business,aisle,True
64,D1,business,window,True
64,C1,economy,middle,False
64,C4,economy,window,True
64,A1,economy,middle,False
64,E4,business,window,True
64,A4,economy,aisle,False
64,F4,economy,middle,False
64,D2,economy,middle,True
64,B3,business,window,True
64,D4,business,middle,False
65,E3,first,aisle,False
65,F6,economy,middle,True
65,D3,economy,middle,True
65,C6,business,middle,False
65,E5,economy,middle,False
65,D6,economy,window,True
65,B6,business,aisle,False
65,C5,economy,aisle,True
65,F5,economy,aisle,False
65,C3,economy,aisle,True
65,F3,economy,aisle,True
65,D5,economy,window,False
65,D4,economy,aisle,False
65,B2,business,aisle,False
65,F1,economy,aisle,False
65,C4,economy,middle,False
66,E5,economy,middle,True
66,E4,economy,aisle,True
66,C2,economy,middle,False
66,D3,economy,aisle,True
66,A1,business,window,True
66,F4,economy,window,False
66,F5,economy,aisle,False
66,E2,economy,aisle,True
66,E1,economy,window,False
66,B4,economy,window,True
66,A6,economy,aisle,False
66,D5,economy,window,True
66,C3,first,aisle,True
67,A2,business,window,False
67,E2,economy,window,False
67,B1,economy,window,True
67,D3,business,aisle,False
67,D5,economy,middle,True
67,F6,economy,window,False
67,D4,economy,aisle,True
67,E3,first,middle,False
67,A6,first,window,True
67,C1,economy,aisle,True
67,A3,first,middle,True
67,B2,first,window,True
67,B3,economy,aisle,False
67,A1,business,window,False
67,D2,economy,window,False
67,C4,economy,aisle,False
67,E1,economy,window,True
67,F5,first,window,False
67,A5,first,aisle,False
67,C6,first,aisle,False
67,F1,economy,window,False
67,C2,business,window,False
67,C3,economy,aisle,False
68,F5,business,aisle,False
68,E4,business,window,False
68,B6,economy,aisle,False
68,D3,business,window,False
68,E2,business,window,True
68,D2,economy,middle,False
68,A5,economy,aisle,True
68,F6,economy,window,False
68,C1,business,window,False
68,B2,economy,aisle,False
68,B5,economy,middle,False
68,C2,business,aisle,True
68,A1,business,aisle,False
68,A2,first,window,True
68,E5,business,middle,True
68,F3,first,aisle,True
68,A6,economy,middle,True
68,F2,economy,middle,False
68,F4,economy,middle,False
68,A3,economy,middle,False
68,C6,economy,window,True
68,D5,business,window,True
68,E3,economy,middle,True
68,D4,economy,aisle,True
68,B4,economy,middle,True
68,E1,economy,middle,True
68,F1,economy,window,True
68,C3,economy,window,True
69,A3,first,aisle,False
69,B2,business,middle,False
69,A4,economy,aisle,True
69,D4,economy,window,False
69,E1,first,window,False
69,F1,economy,aisle,True
69,D5,business,middle,False
69,F5,economy,aisle,False
69,B5,business,aisle,False
69,D3,business,window,False
69,C5,economy,middle,False
69,D6,economy,aisle,False
69,F3,economy,middle,True
69,C2,economy,aisle,True
69,D1,business,window,False
69,F2,economy,middle,False
69,A2,economy,aisle,False
69,A6,economy,window,True
69,F4,economy,window,False
69,E5,business,window,True
70,E2,economy,aisle,False
70,D1,economy,aisle,False
70,B1,business,window,False
70,F6,economy,middle,False
70,C6,economy,middle,True
70,B6,economy,middle,True
70,A2,economy,window,True
70,C5,economy,window,False
70,C1,economy,window,True
70,A5,economy,window,False
70,D6,economy,middle,True
70,D5,economy,aisle,False
70,F5,economy,window,False
70,B5,economy,aisle,False
70,F4,economy,middle,False
70,E3,business,window,False
70,D3,economy,aisle,True
70,B2,economy,aisle,True
70,A1,business,window,False
70,C4,economy,window,True
70,D2,economy,middle,False
70,E5,first,middle,False
70,F1,business,middle,True
70,B3,economy,aisle,True
70,F3,economy,window,False
70,D4,economy,aisle,False
71,D1,economy,aisle,False
71,D6,economy,middle,True
71,A2,economy,aisle,True
71,B3,first,middle,True
71,E1,business,window,False
71,D4,first,middle,True
71,F2,business,window,False
71,F6,first,window,False
71,B4,economy,middle,True
71,F3,business,middle,True
71,C3,economy,aisle,False
71,B2,economy,aisle,False
71,B6,economy,window,True
71,F1,economy,aisle,False
72,F1,economy,window,True
72,D5,economy,aisle,False
72,C3,economy,aisle,False
72,C1,economy,window,True
72,D1,economy,window,True
72,A5,economy,middle,False
72,F6,business,middle,False
72,B5,economy,middle,False
72,B1,economy,aisle,False
72,F2,economy,middle,True
72,B2,economy,middle,False
72,D2,economy,window,True
72,E6,business,middle,True
72,D6,economy,aisle,False
72,B3,economy,middle,True
72,F5,economy,window,False
72,B6,economy,window,False
72,C4,economy,window,False
72,E3,business,window,False
72,F4,economy,aisle,False
72,A6,economy,window,True
72,E2,business,middle,False
72,C5,economy,window,False
72,D3,first,middle,True
72,C6,business,aisle,True
73,D4,business,middle,False
73,E5,economy,middle,False
73,B6,economy,middle,True
73,C3,business,aisle,True
73,F6,economy,middle,True
73,F1,economy,aisle,True
73,D3,business,aisle,False
73,A2,economy,middle,True
73,A3,economy,window,True
73,D2,economy,window,False
73,B3,economy,middle,True
73,F3,economy,window,False
73,B1,economy,middle,True
73,C4,economy,aisle,True
73,D5,business,middle,False
73,D1,economy,window,True
73,C2,economy,middle,True
73,A5,economy,middle,False
73,C1,business,middle,False
73,D6,economy,middle,True
73,C6,economy,middle,True
73,E1,business,window,True
73,E3,economy,middle,False
73,A6,economy,window,True
73,E6,economy,aisle,False
73,B4,economy,aisle,False
73,B5,economy,window,False
74,E5,business,middle,False
74,F1,economy,window,True
74,F2,economy,window,True
74,F6,economy,middle,True
74,C2,business,aisle,False
74,B3,economy,middle,True
74,F3,economy,window,False
74,D6,economy,middle,False
74,E2,economy,window,False
74,E3,economy,middle,True
74,A5,economy,aisle,False
74,C1,business,window,False
74,B5,economy,middle,True
74,C6,business,middle,True
74,C4,economy,window,True
74,E6,economy,middle,False
74,A2,business,window,False
74,B1,economy,middle,False
74,A3,economy,window,True
74,A1,economy,middle,True
74,B4,business,middle,False
75,F4,economy,middle,True
75,C3,economy,middle,True
75,D2,economy,middle,False
75,E6,economy,window,False
75,E1,economy,window,False
75,B3,economy,aisle,False
75,D6,economy,middle,False
75,C2,economy,window,True
75,F3,first,aisle,False
75,D4,economy,aisle,True
75,A3,business,aisle,False
75,A6,economy,window,False
75,E3,economy,middle,False
75,C1,business,middle,True
75,E2,business,middle,True
76,C2,business,middle,False
76,D6,economy,middle,False
76,C1,economy,window,True
76,F1,economy,window,True
76,C4,economy,aisle,False
76,D2,economy,middle,True
76,F6,economy,middle,True
76,B6,first,window,True
76,A6,economy,aisle,True
76,F2,economy,middle,True
76,D3,economy,aisle,False
76,E4,economy,aisle,False
77,E3,economy,aisle,False
77,A2,economy,middle,False
77,B5,business,aisle,False
77,A5,economy,window,False
77,C4,economy,aisle,True
77,C2,economy,window,False
77,E1,business,middle,False
77,C6,economy,middle,True
77,E4,business,window,True
77,E5,economy,middle,True
77,B4,business,middle,True
77,A3,economy,aisle,True
77,B6,economy,aisle,False
77,F2,economy,window,True
77,D5,economy,aisle,False
77,E6,business,middle,False
77,F3,economy,aisle,False
77,D3,economy,window,False
78,E3,economy,middle,False
78,C6,economy,middle,False
78,D6,business,window,True
78,D3,business,window,True
78,A3,economy,window,True
78,C3,economy,middle,False
78,D4,economy,window,False
78,A5,economy,window,True
78,C5,economy,window,False
78,B2,economy,window,False
78,A4,economy,window,True
78,E1,first,aisle,False
78,A1,business,window,False
78,E2,business,window,True
78,F5,economy,window,True
78,B6,economy,middle,False
78,A2,first,aisle,True
78,E4,economy,aisle,False
79,B6,economy,window,True
79,C2,economy,aisle,True
79,F2,economy,aisle,False
79,D1,first,aisle,False
79,F5,economy,window,True
79,C6,economy,middle,False
79,E5,economy,aisle,False
79,D3,economy,middle,False
79,C4,economy,window,False
79,B2,economy,middle,False
80,B2,business,middle,False
80,A6,first,window,False
80,E5,economy,window,True
80,D2,business,window,True
80,F2,economy,window,False
80,D6,economy,window,True
80,F6,economy,aisle,True
80,C1,economy,middle,False
80,C2,economy,window,False
80,B6,economy,aisle,True
80,B1,first,middle,False
80,F3,economy,window,True
80,C3,economy,aisle,True
80,D3,economy,aisle,True
80,C5,economy,aisle,False
80,D4,economy,middle,True
80,E3,economy,window,False
80,D5,economy,window,True
80,F1,economy,middle,True
80,B4,economy,window,False
80,E1,first,window,False
80,C6,economy,middle,False
80,B5,economy,aisle,True
80,F5,economy,aisle,True
80,E6,business,window,False
80,A2,economy,window,True
80,A4,business,window,False
80,E4,economy,middle,True
81,E2,economy,middle,True
81,B5,business,window,False
81,F3,economy,window,False
81,B6,economy,window,False
81,B2,first,aisle,False
81,D2,economy,window,True
81,C1,economy,aisle,False
81,A1,economy,middle,True
81,C5,economy,aisle,False
81,C4,economy,middle,True
81,C6,economy,aisle,False
81,E3,economy,window,True
81,D3,economy,window,True
81,F5,economy,middle,False
81,D6,economy,middle,False
81,E1,economy,aisle,True
81,E4,economy,window,True
81,F6,economy,middle,False
81,A5,economy,middle,False
81,D4,economy,middle,False
81,B1,economy,middle,False
81,F2,economy,window,False
81,C2,business,middle,True
81,F1,economy,middle,False
81,A4,economy,middle,False
81,E5,economy,middle,True
81,B4,business,window,True
81,C3,business,middle,True
82,A6,business,middle,False
82,C1,economy,middle,True
82,A3,economy,middle,True
82,E3,economy,aisle,False
82,F3,economy,aisle,True
82,C3,business,window,True
82,F6,economy,middle,False
82,F4,economy,aisle,False
82,E1,economy,middle,True
82,A5,first,window,True
82,C6,economy,aisle,True
82,A4,economy,window,False
82,B5,economy,aisle,False
82,F5,economy,window,False
82,E2,economy,window,True
82,B2,business,window,False
82,D4,economy,aisle,False
82,F1,first,middle,False
82,A1,economy,middle,True
82,E6,economy,aisle,False
82,C4,economy,window,True
83,F5,business,window,True
83,D3,economy,aisle,True
83,F6,economy,aisle,True
83,E5,business,aisle,False
83,B4,economy,window,False
83,B1,economy,aisle,False
83,B5,economy,middle,True
83,C4,economy,middle,True
83,C5,economy,middle,False
83,F2,economy,window,True
84,D1,economy,aisle,False
84,A2,economy,middle,True
84,C6,first,window,False
84,E5,economy,window,True
84,D5,economy,middle,False
84,F5,business,middle,True
84,F1,first,aisle,False
84,E6,economy,aisle,False
84,E4,economy,aisle,True
84,E3,economy,window,True
84,B4,economy,middle,True
84,B5,economy,aisle,False
84,F4,business,middle,True
84,E2,economy,middle,False
84,F3,economy,aisle,True
84,D3,business,middle,True
84,D6,economy,aisle,True
85,F6,economy,window,True
85,F5,economy,aisle,True
85,E3,business,window,True
85,F2,economy,aisle,True
85,B5,business,middle,False
85,F4,economy,aisle,True
85,F3,economy,window,True
85,A4,economy,window,False
85,B4,economy,window,False
85,A1,first,window,False
85,D4,economy,aisle,False
85,D1,economy,aisle,True
85,C1,economy,middle,False
85,E5,economy,aisle,False
85,C3,first,middle,False
85,A2,economy,window,True
85,E1,economy,middle,False
85,D2,economy,aisle,True
86,D4,business,window,False
86,F2,economy,window,False
86,B1,economy,window,False
86,E4,business,window,True
86,A3,economy,window,False
86,E5,economy,middle,True
86,B3,economy,window,False
86,A6,business,window,False
86,C1,economy,middle,True
86,E3,business,middle,False
86,F5,economy,window,False
86,E6,business,aisle,True
87,C1,economy,window,True
87,F6,economy,window,False
87,E5,economy,aisle,True
87,C4,business,window,True
87,E2,business,aisle,False
87,E6,first,middle,False
87,B5,economy,aisle,False
87,D6,economy,aisle,False
87,A6,business,window,False
87,B4,economy,window,True
87,E4,economy,window,True
87,F3,economy,window,True
87,D4,economy,aisle,False
87,C2,economy,window,True
87,A1,economy,aisle,True
87,E1,economy,aisle,True
87,E3,economy,window,True
87,A4,economy,aisle,True
87,D2,business,aisle,False
87,D5,economy,middle,False
87,B3,economy,window,False
87,C5,first,middle,True
87,F5,economy,window,False
87,A5,economy,window,False
87,F4,business,middle,True
87,A3,first,window,False
87,B1,economy,aisle,True
87,A2,economy,window,False
87,D1,economy,window,True
88,E3,economy,aisle,False
88,F3,economy,aisle,True
88,C5,economy,middle,True
88,A1,economy,aisle,False
88,D4,business,middle,True
88,B2,economy,aisle,False
88,C1,economy,middle,True
88,D3,economy,window,True
88,C2,economy,aisle,True
88,C3,economy,middle,False
88,E5,first,aisle,True
88,F4,economy,middle,True
88,B1,economy,middle,True
88,A6,economy,aisle,False
88,A2,business,window,True
88,D6,economy,window,False
88,A3,economy,window,True
88,E6,economy,window,False
88,A4,economy,window,True
88,E2,first,window,True
88,C6,business,window,False
88,F1,economy,middle,True
89,D4,economy,window,True
89,B1,economy,window,False
89,B4,first,aisle,False
89,E4,economy,middle,True
89,F5,economy,middle,False
89,F1,economy,aisle,False
89,E2,economy,window,False
89,E1,economy,middle,True
89,B2,economy,aisle,False
89,B5,economy,middle,True
89,A2,economy,aisle,False
89,C2,first,window,True
89,A5,economy,middle,False
89,A3,economy,window,True
90,A2,business,middle,True
90,C1,economy,aisle,False
90,A1,economy,aisle,False
90,B4,first,aisle,True
90,F6,economy,middle,False
90,E6,economy,aisle,False
90,F2,economy,aisle,False
90,B5,economy,middle,True
90,E4,economy,window,False
90,E2,business,window,False
90,D6,economy,aisle,False
90,D4,business,window,False
90,F5,economy,aisle,True
90,A6,economy,middle,True
90,E3,business,window,False
90,F1,economy,window,True
90,C4,economy,window,False
90,F4,first,middle,False
90,D5,economy,window,False
90,F3,economy,middle,False
90,D2,economy,aisle,False
90,A5,business,aisle,True
90,B3,business,aisle,False
90,C6,business,aisle,True
90,E5,business,window,True
90,B2,economy,aisle,True
90,C5,economy,window,False
90,C2,economy,window,True
91,A4,economy,window,True
91,A6,first,window,True
91,D2,economy,aisle,True
91,E2,first,middle,False
91,A2,economy,window,False
91,A3,business,aisle,True
91,E5,economy,aisle,False
91,F4,economy,middle,True
91,D4,economy,aisle,True
91,B1,economy,middle,False
91,E3,economy,middle,False
91,B5,economy,middle,False
91,F5,economy,aisle,False
92,F6,economy,window,True
92,A5,business,aisle,False
92,A1,economy,aisle,False
92,F4,business,aisle,False
92,D4,economy,aisle,True
92,C2,economy,aisle,True
92,E1,business,middle,False
92,C3,economy,aisle,True
92,E2,economy,window,False
92,E4,economy,window,True
93,D6,economy,middle,False
93,E5,business,middle,False
93,F5,economy,middle,False
93,F4,economy,aisle,False
93,D1,economy,middle,True
93,A3,economy,middle,True
93,D4,economy,aisle,False
93,B4,business,aisle,True
93,F2,economy,aisle,False
93,A2,economy,window,False
93,B6,first,window,False
93,C4,economy,aisle,True
93,F1,economy,middle,False
93,E1,business,middle,False
93,B5,economy,aisle,False
93,B1,economy,window,False
94,A4,economy,aisle,True
94,F5,economy,aisle,False
94,D5,economy,aisle,True
94,F1,economy,middle,True
94,A1,economy,aisle,True
94,B1,first,window,False
94,B3,economy,window,False
94,F2,economy,aisle,True
94,F6,economy,middle,False
94,D3,economy,aisle,False
94,E2,business,middle,False
94,A3,economy,aisle,False
94,C4,economy,window,False
94,C1,economy,middle,True
94,E1,economy,middle,True
94,C3,business,window,False
94,E5,economy,window,False
94,F4,first,aisle,False
94,E4,first,middle,True
94,F3,economy,aisle,False
95,B3,first,window,False
95,A5,economy,aisle,False
95,A6,economy,window,False
95,E4,economy,aisle,True
95,C5,first,window,False
95,C1,economy,aisle,False
95,A2,economy,window,True
95,B2,economy,aisle,False
95,F2,first,middle,True
95,E2,first,middle,False
95,D2,economy,middle,True
95,B6,economy,middle,True
95,A4,first,middle,True
95,D3,economy,middle,False
95,B5,economy,middle,False
95,E3,economy,window,True
95,F5,economy,middle,True
95,E5,first,window,True
95,F6,economy,window,False
96,D1,business,aisle,False
96,F2,first,middle,True
96,D2,economy,aisle,True
96,F5,economy,middle,False
96,C4,economy,middle,False
96,B2,economy,aisle,False
96,B3,economy,aisle,False
96,D5,business,middle,False
96,F1,economy,window,False
96,B6,first,aisle,True
96,D3,economy,window,True
96,E2,economy,middle,True
96,F4,economy,aisle,True
96,F3,economy,window,True
96,E4,economy,window,False
96,C2,economy,middle,False
96,D6,economy,window,True
96,E5,economy,middle,True
96,A2,economy,aisle,True
96,A4,business,aisle,True
96,E1,economy,middle,False
96,E6,economy,middle,True
96,C1,business,aisle,True
96,A6,economy,aisle,True
96,A3,economy,window,False
96,F6,economy,aisle,True
96,C5,economy,window,False
96,C6,economy,aisle,False
96,D4,economy,window,True
96,B1,economy,aisle,False
97,F2,economy,middle,False
97,C1,economy,aisle,False
97,B4,first,aisle,False
97,F5,economy,middle,True
97,D3,business,middle,False
97,F6,economy,middle,False
97,C4,economy,middle,True
97,B2,economy,middle,True
97,D5,economy,window,False
97,E6,economy,aisle,True
97,B3,economy,middle,True
97,A6,economy,aisle,True
97,A4,economy,aisle,True
97,D4,economy,middle,True
97,F4,economy,aisle,True
97,A5,economy,window,False
97,A1,economy,middle,True
97,E2,economy,window,False
97,E1,first,window,False
97,A2,business,aisle,True
97,C3,economy,middle,True
97,E4,economy,aisle,True
97,D6,economy,aisle,False
97,E5,business,window,True
97,F1,first,middle,False
97,C5,economy,aisle,True
97,C6,economy,middle,False
97,D1,economy,window,True
97,F3,economy,aisle,True
97,D2,economy,aisle,False
98,B6,first,window,True
98,B3,economy,aisle,True
98,E1,business,window,True
98,A4,economy,middle,False
98,A1,economy,window,False
98,D2,economy,aisle,False
98,E2,business,aisle,True
98,F1,economy,aisle,False
98,B1,economy,middle,True
98,C3,business,window,True
98,A3,economy,middle,True
98,F6,economy,aisle,True
98,F3,economy,window,True
98,E5,business,aisle,False
98,B2,economy,middle,True
98,E6,first,middle,False
98,E3,business,aisle,False
98,C6,economy,window,False
98,B4,business,aisle,False
98,F5,business,aisle,True
98,D4,business,window,True
98,C5,economy,window,False
98,F2,economy,middle,False
98,D6,economy,aisle,True
98,C4,economy,aisle,False
98,B5,economy,aisle,False
98,A5,economy,aisle,True
99,C4,first,window,True
99,F2,economy,aisle,True
99,C2,economy,window,False
99,B2,first,window,True
99,C1,economy,middle,False
99,B3,first,aisle,True
99,D4,economy,window,True
99,A2,business,window,True
99,F3,economy,middle,True
99,F6,economy,aisle,False
99,E3,business,window,True
99,D2,economy,window,True
99,A3,first,middle,True
99,C3,economy,window,True
99,A1,business,window,False
99,B1,economy,middle,True
99,E2,economy,window,False
99,D1,economy,window,False
99,D3,first,window,True
99,E6,business,window,False
99,F4,economy,aisle,True
99,E5,first,window,True
99,F5,first,middle,False
99,F1,first,window,False
99,B4,economy,window,True
99,D6,economy,aisle,True
99,C5,economy,window,False
99,B6,business,middle,True
99,A5,economy,aisle,True
100,C5,first,window,False
100,A6,economy,aisle,True
100,D2,economy,window,True
100,A3,economy,middle,False
100,D5,economy,window,False
100,D6,economy,window,True
100,D3,economy,middle,False
100,C6,economy,window,False
100,A2,economy,middle,True
100,C1,business,window,False
100,E6,economy,window,False
100,C4,economy,aisle,True
100,A1,economy,middle,False
100,D1,business,aisle,True
100,F3,economy,aisle,False
100,B3,economy,middle,False
100,E2,economy,middle,True
101,D4,business,aisle,True
101,A2,economy,aisle,True
101,D2,business,aisle,False
101,C4,economy,aisle,True
101,B1,economy,window,True
101,B5,economy,window,False
101,A1,economy,middle,False
101,C3,economy,middle,True
101,E4,economy,window,True
101,E3,first,middle,True
101,A3,economy,aisle,True
101,E1,business,aisle,False
101,F3,economy,window,False
101,B3,business,middle,True
101,E2,business,window,False
101,D3,first,aisle,False
101,C2,first,window,False
101,D5,economy,aisle,False
101,D6,economy,middle,False
101,C6,business,aisle,True
101,C1,economy,window,False
102,A2,business,window,True
102,F1,economy,middle,False
102,C4,economy,window,False
102,F5,economy,middle,False
102,E2,business,middle,True
102,D4,economy,middle,True
102,D3,business,aisle,False
102,F3,business,aisle,False
102,F2,economy,middle,True
102,F4,economy,window,False
102,C2,business,aisle,False
102,B3,economy,window,False
102,D1,economy,aisle,False
102,E3,business,window,True
102,B1,business,middle,False
102,C3,economy,middle,False
102,C5,business,window,False
102,F6,first,aisle,False
102,B5,economy,window,False
102,B2,first,aisle,True
102,E1,first,middle,True
102,E4,economy,window,False
102,A3,first,window,False
102,A6,economy,middle,False
102,D6,economy,window,True
102,B4,economy,middle,True
102,B6,economy,window,False
103,D4,economy,middle,False
103,F6,economy,middle,True
103,F1,economy,middle,False
103,E1,economy,middle,False
103,E3,economy,middle,False
103,B1,business,aisle,False
103,B2,business,aisle,True
103,F2,economy,window,True
103,B5,business,aisle,False
103,D5,economy,window,False
103,B3,economy,middle,False
103,A6,economy,window,True
103,A1,economy,window,False
103,E5,business,window,False
103,E4,economy,window,False
103,D6,economy,window,True
103,D1,economy,aisle,False
103,F5,first,middle,True
103,F4,economy,window,True
103,D3,first,window,False
103,C3,economy,middle,False
104,D4,economy,aisle,True
104,B6,economy,middle,True
104,D5,economy,aisle,True
104,A3,economy,middle,False
104,B1,business,middle,True
104,C1,economy,window,False
104,D2,economy,window,True
104,F3,business,window,False
104,F5,economy,aisle,True
104,C2,economy,middle,False
104,E6,first,middle,True
104,C4,economy,middle,True
104,C5,economy,window,False
104,A2,first,aisle,True
104,E1,economy,aisle,True
105,E6,economy,middle,False
105,B1,economy,middle,False
105,C5,business,middle,False
105,E4,economy,window,False
105,D5,economy,middle,False
105,D1,economy,aisle,True
105,B6,business,middle,True
105,A4,business,window,True
105,A3,economy,aisle,False
105,D3,economy,aisle,False
105,A5,economy,aisle,False
105,A1,economy,aisle,False
105,F5,economy,middle,True
105,B2,economy,middle,False
105,F1,economy,middle,True
105,A2,economy,aisle,False
105,F6,first,middle,False
105,C1,business,window,True
105,C2,business,middle,False
105,C6,business,aisle,True
105,B3,business,window,False
105,F3,economy,window,False
105,E5,economy,middle,False
105,B4,first,aisle,True
105,E2,economy,window,False
105,F4,business,aisle,False
105,C4,business,window,False
106,D1,business,aisle,False
106,B1,business,middle,True
106,D3,economy,window,True
106,F2,business,aisle,False
106,C3,economy,aisle,False
106,A3,economy,middle,True
106,D4,economy,window,True
106,C5,business,window,True
106,A2,economy,aisle,False
106,A5,economy,aisle,True
106,A1,economy,aisle,False
106,B4,economy,window,False
106,E2,economy,aisle,True
106,B3,business,window,True
106,F1,economy,middle,True
107,C6,economy,window,True
107,C1,economy,aisle,True
107,A6,first,aisle,False
107,E5,economy,aisle,False
107,D6,economy,middle,False
107,C2,economy,middle,False
107,A1,first,aisle,True
107,E2,first,window,True
107,C4,first,window,True
107,B2,economy,middle,True
107,E6,business,window,True
107,F4,economy,middle,True
107,A4,first,aisle,False
107,D5,economy,aisle,False
107,C3,business,aisle,True
107,B1,economy,window,False
107,D4,economy,aisle,False
107,D3,economy,aisle,False
107,E3,business,window,False
107,E4,economy,window,True
107,A2,business,window,False
107,C5,economy,window,False
107,F1,economy,window,True
107,F3,economy,window,False
108,E1,business,middle,True
108,C5,economy,window,True
108,F3,business,window,True
108,E3,economy,window,True
108,B2,first,middle,False
108,F6,economy,window,False
108,D6,first,aisle,True
108,F1,economy,middle,False
108,C4,business,window,True
108,B5,economy,middle,False
108,B3,economy,window,False
109,C5,economy,middle,False
109,B4,first,aisle,False
109,E2,economy,middle,False
109,F2,economy,aisle,False
109,A2,economy,middle,True
109,F6,economy,aisle,False
109,C6,first,middle,True
109,F3,economy,aisle,True
109,D5,economy,aisle,False
109,B6,economy,window,False
109,E5,economy,aisle,False
109,A3,economy,middle,True
109,B5,economy,window,False
109,A4,economy,window,True
110,A3,economy,window,False
110,A2,economy,window,True
110,F2,economy,window,False
110,E4,economy,aisle,False
110,A1,economy,aisle,True
110,F6,economy,aisle,True
110,D5,economy,aisle,False
110,E3,economy,aisle,False
110,F3,economy,middle,True
110,C3,economy,aisle,False
110,B6,first,middle,False
110,E1,economy,middle,True
110,A4,economy,window,False
110,E6,business,aisle,True
110,C6,economy,aisle,False
110,F4,economy,window,False
110,D3,economy,middle,False
110,E5,economy,middle,True
110,C4,economy,middle,True
110,B3,economy,window,True
111,F5,economy,middle,True
111,C2,business,window,True
111,E3,business,middle,False
111,B1,business,window,True
111,A1,economy,window,False
111,E4,economy,middle,True
111,C6,economy,window,False
111,E6,business,aisle,False
111,A2,business,aisle,False
111,A5,business,window,False
111,B6,first,middle,True
112,A4,economy,middle,False
112,B3,economy,window,True
112,D6,business,middle,False
112,C4,first,middle,True
112,E1,economy,window,True
112,C5,business,aisle,True
112,F3,economy,window,False
112,B1,economy,aisle,True
112,A5,first,aisle,False
112,E2,economy,aisle,False
112,A2,business,middle,False
112,D2,economy,middle,False
112,E4,business,window,False
112,A6,economy,middle,True
112,B5,economy,middle,True
112,F5,economy,window,True
112,B6,economy,window,True
112,E3,economy,window,True
112,C6,economy,middle,True
112,A1,economy,window,False
112,C1,economy,aisle,True
112,B4,economy,aisle,False
113,A4,economy,window,True
