flightId,airlineName,flightCode,departureAirportCode,arrivalAirportCode,departureTime,arrivalTime,durationMinutes,price
1232,CloudJet,CL,TEQ,RKV,2025-09-20 22:31:00,2025-09-21 03:13:00,282,252.69
1233,Aetherium Air,AE,AAL,ARN,2025-09-30 11:25:00,2025-09-30 16:09:00,284,474.18
1234,SkyBridge,SK,PLQ,CRL,2025-12-25 07:22:00,2025-12-25 10:55:00,213,328.0
1235,NubeAir,NU,NYO,SLD,2025-07-18 03:59:00,2025-07-18 07:06:00,187,379.17
1236,Aetherium Air,AE,MAD,SLD,2025-07-08 20:41:00,2025-07-09 01:16:00,275,302.49
1237,NubeAir,NU,DEB,ANR,2025-11-17 22:24:00,2025-11-18 03:08:00,284,121.45
1238,SkyBridge,SK,KSC,DUS,2025-07-13 14:30:00,2025-07-13 16:12:00,102,498.95
1239,SkyBridge,SK,OUL,IVG,2025-10-17 17:45:00,2025-10-17 19:07:00,82,58.45
1240,EuroWings,EU,DUS,VNO,2025-08-15 15:54:00,2025-08-15 20:42:00,288,344.63
1241,NubeAir,NU,OPO,CLJ,2025-08-22 01:53:00,2025-08-22 04:09:00,136,437.98
1242,SkyBridge,SK,MXP,BOJ,2025-07-11 23:46:00,2025-07-12 04:04:00,258,87.63
1243,CloudJet,CL,MUC,ATH,2025-10-29 14:00:00,2025-10-29 16:25:00,145,190.76
1244,EuroWings,EU,BUD,VNT,2025-08-26 11:53:00,2025-08-26 13:05:00,72,241.02
1245,NubeAir,NU,AAL,GDN,2025-12-24 01:45:00,2025-12-24 06:40:00,295,112.97
1246,Aetherium Air,AE,DEB,BRN,2025-09-16 13:32:00,2025-09-16 17:56:00,264,122.76
1247,EuroWings,EU,SLD,HER,2025-12-12 08:49:00,2025-12-12 10:58:00,129,445.76
1248,SkyBridge,SK,DEB,SKG,2025-12-16 23:14:00,2025-12-17 02:22:00,188,69.55
1249,CloudJet,CL,MCM,BRN,2025-07-26 15:23:00,2025-07-26 19:13:00,230,189.49
1250,CloudJet,CL,RIX,SVO,2025-11-09 18:07:00,2025-11-09 19:26:00,79,279.37
1251,SkyBridge,SK,BRQ,MCM,2025-10-04 10:59:00,2025-10-04 12:53:00,114,450.48
1252,Aetherium Air,AE,MCM,BOJ,2025-08-04 09:26:00,2025-08-04 11:40:00,134,485.69
1253,SkyBridge,SK,KEF,ORK,2025-08-16 12:54:00,2025-08-16 16:06:00,192,339.07
1254,NubeAir,NU,BEG,TAY,2025-08-08 15:25:00,2025-08-08 16:36:00,71,455.13
1255,SkyBridge,SK,NYO,ACI,2025-09-05 09:58:00,2025-09-05 13:45:00,227,105.01
1256,NubeAir,NU,BNX,URE,2025-08-24 19:11:00,2025-08-24 22:44:00,213,423.24
1257,EuroWings,EU,RMO,IEV,2025-07-02 21:29:00,2025-07-03 02:18:00,289,237.61
1258,SkyBridge,SK,BZY,FAO,2025-09-27 03:45:00,2025-09-27 04:45:00,60,232.17
1259,NubeAir,NU,BZY,SKP,2025-07-26 16:38:00,2025-07-26 18:08:00,90,354.06
1260,Aetherium Air,AE,AMS,DBV,2025-07-26 14:32:00,2025-07-26 19:04:00,272,207.03
1261,CloudJet,CL,VNO,VAR,2025-07-31 17:45:00,2025-07-31 20:20:00,155,289.11
1262,Aetherium Air,AE,AAL,SZG,2025-11-11 15:09:00,2025-11-11 18:22:00,193,347.18
1263,CloudJet,CL,TZL,KUN,2025-12-10 15:33:00,2025-12-10 18:23:00,170,169.1
1264,CloudJet,CL,CRL,LPX,2025-07-24 05:08:00,2025-07-24 09:26:00,258,369.45
1265,EuroWings,EU,SZG,VNT,2025-11-20 06:22:00,2025-11-20 09:34:00,192,302.58
1266,Aetherium Air,AE,MUC,HEL,2025-09-10 08:54:00,2025-09-10 12:08:00,194,175.46
1267,Aetherium Air,AE,NYO,HEL,2025-09-28 15:39:00,2025-09-28 18:10:00,151,129.84
1268,SkyBridge,SK,KRK,VNT,2025-09-08 20:15:00,2025-09-09 00:40:00,265,300.03
1269,Aetherium Air,AE,KVO,SOF,2025-08-15 21:57:00,2025-08-16 01:51:00,234,69.41
1270,NubeAir,NU,ACI,OPO,2025-11-17 20:50:00,2025-11-18 01:49:00,299,306.04
1271,Aetherium Air,AE,KUN,ACI,2025-12-24 10:39:00,2025-12-24 15:03:00,264,271.52
1272,SkyBridge,SK,ANR,RIX,2025-08-12 17:58:00,2025-08-12 22:34:00,276,149.22
1273,EuroWings,EU,RMO,KFZ,2025-08-23 22:25:00,2025-08-24 01:10:00,165,402.95
1274,NubeAir,NU,AEY,BNX,2025-07-26 21:10:00,2025-07-27 01:36:00,266,175.5
1275,SkyBridge,SK,TAY,URE,2025-09-16 16:52:00,2025-09-16 18:35:00,103,115.2
1276,EuroWings,EU,LJU,BRQ,2025-08-07 15:47:00,2025-08-07 18:14:00,147,469.07
1277,CloudJet,CL,SKG,MBX,2025-09-03 01:55:00,2025-09-03 04:37:00,162,162.01
1278,EuroWings,EU,LJU,OHD,2025-07-27 16:18:00,2025-07-27 17:27:00,69,451.38
1279,SkyBridge,SK,VNO,LUX,2025-10-03 18:56:00,2025-10-03 21:01:00,125,372.55
1280,Aetherium Air,AE,GME,MBX,2025-08-27 23:19:00,2025-08-28 03:40:00,261,113.99
1281,CloudJet,CL,TAY,GVA,2025-08-16 08:43:00,2025-08-16 13:30:00,287,382.25
1282,EuroWings,EU,BEG,INN,2025-09-05 04:46:00,2025-09-05 07:34:00,168,219.63
1283,NubeAir,NU,VNT,DEB,2025-12-28 21:25:00,2025-12-28 23:33:00,128,263.15
1284,SkyBridge,SK,WAW,KUN,2025-12-22 03:03:00,2025-12-22 04:53:00,110,186.13
1285,NubeAir,NU,PRG,VAR,2025-09-25 00:53:00,2025-09-25 03:03:00,130,182.31
1286,CloudJet,CL,GOT,FRA,2025-12-19 07:13:00,2025-12-19 09:07:00,114,108.55
1287,SkyBridge,SK,RTM,BQT,2025-10-04 10:33:00,2025-10-04 11:34:00,61,223.78
1288,CloudJet,CL,MAD,BNX,2025-11-21 22:45:00,2025-11-22 01:55:00,190,435.25
1289,Aetherium Air,AE,KRK,DUS,2025-11-14 17:31:00,2025-11-14 18:53:00,82,380.11
1290,NubeAir,NU,JER,KEF,2025-07-08 02:30:00,2025-07-08 05:22:00,172,283.97
1291,NubeAir,NU,KFZ,RMO,2025-07-20 01:58:00,2025-07-20 06:11:00,253,229.51
1292,SkyBridge,SK,GCI,MXP,2025-07-08 08:27:00,2025-07-08 11:27:00,180,54.25
1293,EuroWings,EU,LED,DBV,2025-08-07 05:11:00,2025-08-07 07:56:00,165,317.22
1294,Aetherium Air,AE,LGW,FRA,2025-10-04 15:14:00,2025-10-04 19:22:00,248,230.23
1295,EuroWings,EU,ATH,VIE,2025-11-18 13:16:00,2025-11-18 16:30:00,194,175.84
1296,NubeAir,NU,ZRH,MXP,2025-08-08 05:45:00,2025-08-08 07:33:00,108,74.08
1297,CloudJet,CL,IOM,TGD,2025-08-10 03:05:00,2025-08-10 05:13:00,128,321.55
1298,NubeAir,NU,SPU,KRK,2025-10-10 01:55:00,2025-10-10 03:45:00,110,114.89
1299,EuroWings,EU,TIA,BQT,2025-07-27 02:33:00,2025-07-27 05:45:00,192,290.72
1300,SkyBridge,SK,MXP,TIV,2025-12-15 13:05:00,2025-12-15 15:05:00,120,236.54
1301,CloudJet,CL,ZAG,BRQ,2025-09-03 06:41:00,2025-09-03 09:39:00,178,381.24
1302,SkyBridge,SK,TIV,BQT,2025-09-02 17:12:00,2025-09-02 21:25:00,253,286.21
1303,CloudJet,CL,RIX,GIB,2025-08-22 22:25:00,2025-08-23 02:07:00,222,413.3
1304,Aetherium Air,AE,BEG,KVO,2025-10-23 03:26:00,2025-10-23 05:12:00,106,438.66
1305,SkyBridge,SK,ACI,IEV,2025-11-26 15:41:00,2025-11-26 19:03:00,202,198.72
1306,SkyBridge,SK,LHR,SNN,2025-09-21 18:13:00,2025-09-21 22:15:00,242,175.98
1307,SkyBridge,SK,AAL,VIE,2025-10-08 12:30:00,2025-10-08 14:57:00,147,486.46
1308,CloudJet,CL,URE,JER,2025-07-24 12:10:00,2025-07-24 17:07:00,297,132.97
1309,Aetherium Air,AE,PRG,RKV,2025-09-07 18:28:00,2025-09-07 20:27:00,119,224.69
1310,EuroWings,EU,HER,TLL,2025-08-25 15:18:00,2025-08-25 18:50:00,212,89.94
1311,CloudJet,CL,GVA,OPO,2025-08-09 11:51:00,2025-08-09 14:27:00,156,132.5
1312,SkyBridge,SK,BRU,BOJ,2025-11-09 11:33:00,2025-11-09 15:58:00,265,445.7
1313,Aetherium Air,AE,BLL,ACI,2025-07-15 16:38:00,2025-07-15 21:01:00,263,346.79
1314,EuroWings,EU,IVG,NYO,2025-10-31 11:47:00,2025-10-31 14:09:00,142,424.6
1315,NubeAir,NU,ARN,RIX,2025-12-03 10:31:00,2025-12-03 14:57:00,266,433.5
1316,Aetherium Air,AE,LPX,BQT,2025-11-12 17:05:00,2025-11-12 18:26:00,81,305.6
1317,SkyBridge,SK,KEF,OPO,2025-12-30 06:28:00,2025-12-30 07:48:00,80,215.67
1318,Aetherium Air,AE,BLL,GME,2025-08-15 10:35:00,2025-08-15 12:41:00,126,114.47
1319,CloudJet,CL,CPH,SLD,2025-11-30 16:46:00,2025-11-30 18:52:00,126,338.53
1320,Aetherium Air,AE,FAE,FCO,2025-08-02 22:14:00,2025-08-03 00:34:00,140,497.87
1321,CloudJet,CL,POW,IEV,2025-07-08 11:00:00,2025-07-08 14:44:00,224,302.02
1322,Aetherium Air,AE,STN,MLA,2025-11-27 23:34:00,2025-11-28 03:38:00,244,136.84
1323,EuroWings,EU,KFZ,BUD,2025-12-05 20:09:00,2025-12-05 22:43:00,154,127.16
1324,Aetherium Air,AE,BQT,LED,2025-09-01 11:24:00,2025-09-01 14:27:00,183,426.6
1325,NubeAir,NU,FCO,SPU,2025-08-01 10:50:00,2025-08-01 13:41:00,171,378.42
1326,SkyBridge,SK,VNO,KSC,2025-12-17 03:40:00,2025-12-17 08:00:00,260,432.46
1327,CloudJet,CL,FCO,RMO,2025-10-15 00:07:00,2025-10-15 04:01:00,234,393.79
1328,CloudJet,CL,DBV,CLJ,2025-10-18 18:19:00,2025-10-18 22:06:00,227,113.52
1329,SkyBridge,SK,FAE,KLV,2025-09-12 08:43:00,2025-09-12 10:32:00,109,227.49
1330,EuroWings,EU,MLA,KLV,2025-10-05 07:38:00,2025-10-05 11:24:00,226,399.29
1331,SkyBridge,SK,CLJ,TIA,2025-08-08 20:13:00,2025-08-08 21:31:00,78,173.0
1332,NubeAir,NU,IOM,VNT,2025-07-09 21:14:00,2025-07-10 02:00:00,286,81.31
1333,SkyBridge,SK,SVO,ATH,2025-10-27 17:53:00,2025-10-27 22:34:00,281,468.86
1334,Aetherium Air,AE,URE,BQT,2025-12-04 06:10:00,2025-12-04 08:24:00,134,427.69
1335,EuroWings,EU,DME,HER,2025-12-05 02:25:00,2025-12-05 04:50:00,145,395.05
1336,NubeAir,NU,LHR,IVG,2025-08-03 16:26:00,2025-08-03 18:07:00,101,108.44
1337,EuroWings,EU,WAW,SJJ,2025-09-21 16:47:00,2025-09-21 20:06:00,199,108.2
1338,NubeAir,NU,MXP,AAL,2025-12-10 17:25:00,2025-12-10 21:40:00,255,233.15
1339,Aetherium Air,AE,KLV,RIX,2025-07-12 04:13:00,2025-07-12 05:37:00,84,439.91
1340,CloudJet,CL,AGP,ATH,2025-10-25 22:25:00,2025-10-25 23:32:00,67,325.7
1341,CloudJet,CL,KSC,MLA,2025-12-11 00:41:00,2025-12-11 05:23:00,282,378.91
1342,Aetherium Air,AE,LJU,POW,2025-07-12 02:15:00,2025-07-12 04:23:00,128,140.48
1343,SkyBridge,SK,VAR,LGW,2025-12-01 12:09:00,2025-12-01 13:38:00,89,404.06
1344,NubeAir,NU,ATH,LPX,2025-10-25 13:00:00,2025-10-25 15:06:00,126,168.49
1345,EuroWings,EU,RVN,GDN,2025-07-11 16:37:00,2025-07-11 19:33:00,176,115.42
1346,NubeAir,NU,ANR,BUD,2025-08-08 13:59:00,2025-08-08 16:34:00,155,458.64
1347,EuroWings,EU,INN,KRK,2025-12-27 09:14:00,2025-12-27 11:50:00,156,236.11
1348,Aetherium Air,AE,BOJ,BEG,2025-10-08 23:20:00,2025-10-09 02:57:00,217,445.11
1349,NubeAir,NU,BRQ,MXP,2025-10-03 19:05:00,2025-10-03 22:39:00,214,295.59
1350,Aetherium Air,AE,TGD,AMS,2025-08-15 22:54:00,2025-08-16 02:16:00,202,283.09
1351,CloudJet,CL,ORK,FAE,2025-12-21 02:07:00,2025-12-21 06:51:00,284,79.14
1352,CloudJet,CL,PLQ,BRN,2025-11-29 23:55:00,2025-11-30 04:18:00,263,164.98
1353,EuroWings,EU,RMO,TAY,2025-08-15 08:38:00,2025-08-15 10:49:00,131,279.26
1354,EuroWings,EU,SOF,BRN,2025-07-20 05:01:00,2025-07-20 06:50:00,109,334.06
1355,CloudJet,CL,STN,MLA,2025-10-22 04:53:00,2025-10-22 07:24:00,151,480.61
1356,EuroWings,EU,HEL,VCE,2025-08-30 01:56:00,2025-08-30 03:21:00,85,80.42
1357,EuroWings,EU,KBP,TIA,2025-10-06 13:13:00,2025-10-06 14:32:00,79,262.3
1358,SkyBridge,SK,MUC,MXP,2025-12-14 18:41:00,2025-12-14 20:37:00,116,468.04
1359,NubeAir,NU,IEV,VAR,2025-10-15 05:43:00,2025-10-15 07:55:00,132,182.19
1360,CloudJet,CL,BCN,STN,2025-10-09 16:38:00,2025-10-09 20:53:00,255,186.89
1361,Aetherium Air,AE,TIA,OPO,2025-10-14 07:09:00,2025-10-14 08:57:00,108,422.82
1362,NubeAir,NU,VAR,GDN,2025-09-12 01:06:00,2025-09-12 04:10:00,184,80.37
1363,NubeAir,NU,SJJ,DBV,2025-08-11 03:38:00,2025-08-11 08:04:00,266,135.87
1364,EuroWings,EU,FRA,VAR,2025-10-29 13:34:00,2025-10-29 15:59:00,145,129.25
1365,NubeAir,NU,NYO,CPH,2025-07-01 15:17:00,2025-07-01 19:05:00,228,239.0
1366,NubeAir,NU,LED,KLV,2025-09-20 03:10:00,2025-09-20 07:41:00,271,133.48
1367,CloudJet,CL,FAE,SPU,2025-11-18 23:23:00,2025-11-19 03:55:00,272,282.7
1368,NubeAir,NU,GCI,BEG,2025-07-03 09:51:00,2025-07-03 13:32:00,221,225.35
1369,NubeAir,NU,MBX,INI,2025-12-06 09:05:00,2025-12-06 10:10:00,65,328.0
1370,NubeAir,NU,LGW,KEF,2025-11-11 14:35:00,2025-11-11 17:19:00,164,284.91
1371,EuroWings,EU,BZY,TGD,2025-11-17 07:08:00,2025-11-17 09:09:00,121,433.22
1372,CloudJet,CL,DBV,BRN,2025-08-03 08:58:00,2025-08-03 10:00:00,62,284.63
1373,Aetherium Air,AE,RIX,INI,2025-11-28 05:18:00,2025-11-28 08:10:00,172,272.82
1374,Aetherium Air,AE,NYO,MLA,2025-10-03 09:18:00,2025-10-03 10:19:00,61,167.93
1375,Aetherium Air,AE,ORK,TAY,2025-12-13 21:11:00,2025-12-13 23:41:00,150,329.27
1376,EuroWings,EU,RTM,KLV,2025-12-27 00:31:00,2025-12-27 02:16:00,105,497.77
1377,NubeAir,NU,AGP,DUS,2025-09-29 05:41:00,2025-09-29 10:08:00,267,156.37
1378,CloudJet,CL,SLD,BRQ,2025-08-15 13:44:00,2025-08-15 17:26:00,222,192.11
1379,EuroWings,EU,SZG,LED,2025-07-05 08:44:00,2025-07-05 12:38:00,234,59.98
1380,EuroWings,EU,CRL,KEF,2025-11-10 08:06:00,2025-11-10 12:26:00,260,355.19
1381,SkyBridge,SK,INN,DME,2025-10-31 02:24:00,2025-10-31 06:11:00,227,249.07
1382,SkyBridge,SK,MAD,BRU,2025-12-23 03:56:00,2025-12-23 08:09:00,253,226.48
1383,Aetherium Air,AE,DEB,CLJ,2025-10-10 10:22:00,2025-10-10 11:44:00,82,423.18
1384,NubeAir,NU,OUL,FCO,2025-12-21 16:29:00,2025-12-21 19:11:00,162,222.94
1385,NubeAir,NU,BNX,LHR,2025-10-25 23:52:00,2025-10-26 03:55:00,243,233.7
1386,CloudJet,CL,FCO,ORK,2025-08-28 22:20:00,2025-08-29 01:33:00,193,379.73
1387,CloudJet,CL,LED,EIN,2025-12-16 14:00:00,2025-12-16 17:53:00,233,482.55
1388,SkyBridge,SK,GOT,URE,2025-10-23 03:25:00,2025-10-23 06:38:00,193,334.3
1389,CloudJet,CL,BCN,TZL,2025-11-10 17:21:00,2025-11-10 22:05:00,284,116.07
1390,CloudJet,CL,EIN,MLA,2025-09-19 04:18:00,2025-09-19 08:25:00,247,167.42
1391,Aetherium Air,AE,KUN,SKP,2025-10-25 15:10:00,2025-10-25 19:54:00,284,110.55
1392,SkyBridge,SK,SKG,LJU,2025-07-18 21:01:00,2025-07-18 23:51:00,170,63.86
1393,CloudJet,CL,NYO,VNO,2025-12-01 05:04:00,2025-12-01 08:04:00,180,155.24
1394,SkyBridge,SK,CRL,MCM,2025-08-22 17:57:00,2025-08-22 19:22:00,85,278.6
1395,SkyBridge,SK,KVO,KRK,2025-08-06 21:36:00,2025-08-06 23:55:00,139,250.35
1396,EuroWings,EU,RVN,AMS,2025-07-20 05:58:00,2025-07-20 07:51:00,113,293.55
1397,SkyBridge,SK,OTP,SLD,2025-07-08 07:49:00,2025-07-08 10:18:00,149,424.12
1398,Aetherium Air,AE,POW,LPX,2025-11-24 17:39:00,2025-11-24 20:39:00,180,361.01
1399,EuroWings,EU,CRL,AMS,2025-10-16 13:31:00,2025-10-16 18:18:00,287,415.97
1400,NubeAir,NU,SKG,PLQ,2025-08-15 05:56:00,2025-08-15 10:48:00,292,94.58
1401,EuroWings,EU,IVG,DME,2025-09-04 13:39:00,2025-09-04 17:22:00,223,374.54
1402,EuroWings,EU,JER,LIS,2025-11-10 01:11:00,2025-11-10 03:34:00,143,225.36
1403,NubeAir,NU,URE,MUC,2025-07-07 16:45:00,2025-07-07 19:52:00,187,368.88
1404,SkyBridge,SK,FCO,IVG,2025-11-23 13:26:00,2025-11-23 18:08:00,282,129.2
1405,SkyBridge,SK,VAR,MBX,2025-11-06 20:52:00,2025-11-06 22:14:00,82,454.13
1406,NubeAir,NU,BEG,BNX,2025-07-12 01:43:00,2025-07-12 04:46:00,183,263.09
1407,NubeAir,NU,KSC,PRN,2025-11-25 12:49:00,2025-11-25 16:59:00,250,303.43
1408,SkyBridge,SK,TGD,MXP,2025-10-24 23:23:00,2025-10-25 03:10:00,227,75.3
1409,CloudJet,CL,TZL,VAR,2025-07-10 09:41:00,2025-07-10 14:19:00,278,131.95
1410,SkyBridge,SK,ORK,TIA,2025-08-04 16:27:00,2025-08-04 20:11:00,224,303.16
1411,NubeAir,NU,POW,SLD,2025-07-06 16:54:00,2025-07-06 18:03:00,69,227.82
1412,CloudJet,CL,FAO,SKG,2025-09-21 01:52:00,2025-09-21 03:18:00,86,199.85
1413,Aetherium Air,AE,BRN,SOB,2025-08-07 00:49:00,2025-08-07 02:06:00,77,444.99
1414,EuroWings,EU,KLV,DUS,2025-10-03 20:51:00,2025-10-03 23:36:00,165,380.51
1415,SkyBridge,SK,KLV,FAE,2025-10-18 09:22:00,2025-10-18 10:51:00,89,182.06
1416,CloudJet,CL,BRQ,ATH,2025-07-20 18:58:00,2025-07-20 22:57:00,239,432.25
1417,EuroWings,EU,RKV,MSQ,2025-07-15 05:22:00,2025-07-15 09:38:00,256,155.49
1418,EuroWings,EU,ORK,DUS,2025-09-09 02:31:00,2025-09-09 05:03:00,152,89.07
1419,SkyBridge,SK,BRQ,POW,2025-12-07 20:42:00,2025-12-08 01:40:00,298,99.21
1420,EuroWings,EU,VNO,KLV,2025-08-29 22:19:00,2025-08-30 01:15:00,176,89.39
1421,EuroWings,EU,GOT,ORK,2025-10-25 13:07:00,2025-10-25 17:59:00,292,346.08
1422,NubeAir,NU,BOJ,FAO,2025-08-14 23:52:00,2025-08-15 02:36:00,164,384.09
1423,Aetherium Air,AE,BQT,HER,2025-11-24 13:10:00,2025-11-24 16:39:00,209,115.99
1424,CloudJet,CL,BQT,ANR,2025-10-20 08:37:00,2025-10-20 11:32:00,175,427.36
1425,NubeAir,NU,ZRH,IOM,2025-07-14 18:20:00,2025-07-14 20:37:00,137,289.74
1426,EuroWings,EU,TGD,KSC,2025-09-29 01:19:00,2025-09-29 03:14:00,115,50.4
1427,Aetherium Air,AE,STN,WAW,2025-11-13 10:40:00,2025-11-13 14:38:00,238,377.62
1428,Aetherium Air,AE,MUC,MCM,2025-09-01 01:14:00,2025-09-01 03:47:00,153,471.54
1429,EuroWings,EU,VAR,KVO,2025-09-17 15:51:00,2025-09-17 19:41:00,230,177.48
1430,Aetherium Air,AE,RKV,BZY,2025-12-07 21:11:00,2025-12-07 22:44:00,93,302.5
1431,NubeAir,NU,HER,DBV,2025-07-16 07:17:00,2025-07-16 10:48:00,211,368.97
1432,Aetherium Air,AE,KLV,ANR,2025-12-12 20:19:00,2025-12-12 23:36:00,197,380.33
1433,Aetherium Air,AE,INI,JER,2025-09-28 23:58:00,2025-09-29 01:23:00,85,98.86
1434,CloudJet,CL,SOB,RIX,2025-10-26 18:27:00,2025-10-26 21:19:00,172,265.27
1435,NubeAir,NU,TZL,TAY,2025-08-20 22:46:00,2025-08-20 23:47:00,61,342.34
1436,CloudJet,CL,GDN,SNN,2025-11-19 22:19:00,2025-11-20 01:39:00,200,316.1
1437,NubeAir,NU,DBV,KEF,2025-08-12 19:40:00,2025-08-13 00:32:00,292,369.87
1438,Aetherium Air,AE,RTM,GIB,2025-10-08 07:17:00,2025-10-08 11:21:00,244,410.21
1439,Aetherium Air,AE,LIS,INI,2025-12-19 02:59:00,2025-12-19 06:42:00,223,363.92
1440,NubeAir,NU,DUS,GME,2025-12-01 02:43:00,2025-12-01 04:29:00,106,68.91
1441,CloudJet,CL,KSC,BNX,2025-08-18 04:27:00,2025-08-18 08:30:00,243,94.88
1442,SkyBridge,SK,CLJ,AGP,2025-11-12 20:09:00,2025-11-12 23:15:00,186,489.97
1443,EuroWings,EU,LED,KSC,2025-07-31 10:57:00,2025-07-31 13:10:00,133,375.52
1444,EuroWings,EU,PRG,AEY,2025-12-17 20:32:00,2025-12-18 00:32:00,240,265.58
1445,EuroWings,EU,GOT,SOF,2025-11-25 18:14:00,2025-11-25 20:34:00,140,204.84
1446,NubeAir,NU,MSQ,FRA,2025-12-08 18:21:00,2025-12-08 21:25:00,184,84.94
1447,EuroWings,EU,GOT,KLV,2025-09-01 03:13:00,2025-09-01 05:44:00,151,238.12
1448,EuroWings,EU,FAE,ACI,2025-08-18 09:52:00,2025-08-18 14:23:00,271,302.56
1449,Aetherium Air,AE,HEL,LHR,2025-07-07 19:04:00,2025-07-07 20:26:00,82,331.97
1450,SkyBridge,SK,LPX,RVN,2025-10-01 18:34:00,2025-10-01 22:03:00,209,252.43
1451,NubeAir,NU,BEG,MSQ,2025-10-05 17:01:00,2025-10-05 20:25:00,204,160.29
1452,NubeAir,NU,JER,LJU,2025-09-04 01:07:00,2025-09-04 06:07:00,300,50.6
1453,NubeAir,NU,HEL,LJU,2025-11-22 05:56:00,2025-11-22 07:56:00,120,69.71
1454,SkyBridge,SK,KSC,RVN,2025-10-31 04:27:00,2025-10-31 06:44:00,137,463.41
1455,CloudJet,CL,BQT,DUB,2025-07-29 14:53:00,2025-07-29 16:57:00,124,78.71
1456,CloudJet,CL,FRA,BQT,2025-09-23 01:50:00,2025-09-23 04:17:00,147,431.0
1457,EuroWings,EU,SKG,SVO,2025-12-01 09:05:00,2025-12-01 12:52:00,227,436.09
1458,CloudJet,CL,OTP,DUS,2025-10-24 07:22:00,2025-10-24 09:28:00,126,413.52
1459,EuroWings,EU,OTP,GCI,2025-08-08 15:20:00,2025-08-08 16:22:00,62,179.29
1460,SkyBridge,SK,LHR,KEF,2025-09-10 17:54:00,2025-09-10 22:42:00,288,145.2
1461,NubeAir,NU,OPO,AEY,2025-10-25 20:10:00,2025-10-25 22:50:00,160,485.34
1462,NubeAir,NU,LJU,GCI,2025-10-31 06:07:00,2025-10-31 09:04:00,177,97.88
1463,Aetherium Air,AE,BUD,STN,2025-08-22 07:50:00,2025-08-22 09:54:00,124,236.14
1464,CloudJet,CL,KUN,OPO,2025-08-03 19:22:00,2025-08-03 20:58:00,96,499.69
1465,NubeAir,NU,CLJ,IEV,2025-11-09 07:09:00,2025-11-09 09:09:00,120,220.44
1466,Aetherium Air,AE,RTM,DUS,2025-08-26 11:41:00,2025-08-26 15:50:00,249,208.34
1467,CloudJet,CL,VNO,FAO,2025-11-15 03:36:00,2025-11-15 06:36:00,180,336.49
1468,Aetherium Air,AE,TGD,ARN,2025-08-23 04:13:00,2025-08-23 08:06:00,233,334.15
1469,NubeAir,NU,VNO,BRQ,2025-07-24 19:07:00,2025-07-24 20:44:00,97,183.99
1470,EuroWings,EU,BRN,ARN,2025-09-29 11:56:00,2025-09-29 13:55:00,119,100.34
1471,EuroWings,EU,IEV,BCN,2025-09-04 04:40:00,2025-09-04 06:56:00,136,395.9
1472,NubeAir,NU,BLL,RVN,2025-12-26 22:26:00,2025-12-27 02:12:00,226,406.22
1473,EuroWings,EU,LIS,DUS,2025-12-10 12:02:00,2025-12-10 14:59:00,177,140.24
1474,SkyBridge,SK,TGD,TEQ,2025-11-07 21:40:00,2025-11-07 23:16:00,96,382.75
1475,EuroWings,EU,OUL,SOB,2025-10-01 23:15:00,2025-10-02 00:27:00,72,51.18
1476,NubeAir,NU,SLD,LIS,2025-11-17 00:02:00,2025-11-17 02:52:00,170,472.7
1477,NubeAir,NU,OUL,ZAG,2025-11-13 07:56:00,2025-11-13 09:52:00,116,310.2
1478,Aetherium Air,AE,OTP,IVG,2025-10-12 04:44:00,2025-10-12 06:33:00,109,309.53
1479,CloudJet,CL,GOT,MSQ,2025-09-24 06:13:00,2025-09-24 09:43:00,210,400.51
1480,NubeAir,NU,BRQ,IOM,2025-07-28 11:24:00,2025-07-28 14:35:00,191,276.32
1481,SkyBridge,SK,ODS,ZAG,2025-07-14 19:28:00,2025-07-14 23:13:00,225,296.4
1482,CloudJet,CL,SKP,BRU,2025-07-09 23:50:00,2025-07-10 01:06:00,76,235.51
1483,EuroWings,EU,CPH,BTS,2025-08-23 09:14:00,2025-08-23 12:14:00,180,424.68
1484,CloudJet,CL,BOJ,LGW,2025-09-12 01:14:00,2025-09-12 05:30:00,256,350.23
1485,EuroWings,EU,RKV,MCM,2025-11-04 04:46:00,2025-11-04 08:23:00,217,146.34
1486,EuroWings,EU,DEB,ZAG,2025-07-01 07:41:00,2025-07-01 11:05:00,204,129.51
1487,EuroWings,EU,BUD,GOT,2025-11-01 05:49:00,2025-11-01 09:59:00,250,182.09
1488,EuroWings,EU,LUX,KRK,2025-12-04 04:54:00,2025-12-04 08:06:00,192,160.99
1489,EuroWings,EU,OHD,PLQ,2025-10-02 05:29:00,2025-10-02 08:05:00,156,143.49
1490,CloudJet,CL,SVO,KBP,2025-10-20 21:59:00,2025-10-21 02:40:00,281,85.84
1491,CloudJet,CL,TIA,BLL,2025-08-21 07:15:00,2025-08-21 10:55:00,220,332.8
1492,NubeAir,NU,OPO,TIA,2025-09-25 10:32:00,2025-09-25 12:57:00,145,230.14
1493,CloudJet,CL,VAR,MCM,2025-12-03 00:58:00,2025-12-03 05:10:00,252,137.89
1494,EuroWings,EU,RIX,LJU,2025-10-08 17:22:00,2025-10-08 20:13:00,171,181.12
1495,EuroWings,EU,KFZ,BLL,2025-09-09 13:30:00,2025-09-09 16:07:00,157,137.92
1496,NubeAir,NU,BRU,TIV,2025-11-24 05:27:00,2025-11-24 08:02:00,155,123.47
